listing_id,date,num_reviews,reviewers
4890367,2024-12-01,2,"1014071,563321596"
3282729,2025-03-01,7,"480111308,39206512,180374531,536845876,68451855,65302242,412898550"
3864721,2025-04-01,2,"126036458,532300797"
5869076,2025-08-01,1,34921771
2434313,2025-03-01,6,"79369487,478040646,672477256,682783248,203870844,11460857"
3282729,2025-01-01,7,"519263213,667416865,352674839,667416865,37562193,68717425,129096653"
3984769,2025-06-01,2,"10295547,280125172"
228568,2024-12-01,2,"93216336,1864841"
4530973,2024-11-01,1,138961473
3653931,2024-12-01,2,"302090029,47354911"
1570103,2024-11-01,1,304118036
2061445,2024-11-01,1,564967849
3984769,2024-10-01,1,108473445
3653931,2025-05-01,4,"71325835,686958646,558224576,306346388"
2061445,2025-04-01,1,8942329
3001761,2025-03-01,1,11974929
228568,2024-10-01,1,437996806
2061445,2025-07-01,5,"11584263,68950637,1664982,325731689,25518282"
228568,2025-03-01,1,221201863
3653931,2025-02-01,2,"663702546,48653594"
2061445,2025-05-01,1,13193882
4530973,2025-08-01,3,"265309133,143361828,554304176"
3653931,2025-03-01,1,7034505
3984769,2025-08-01,2,"40192462,95284851"
3653931,2025-07-01,2,"23256302,114535873"
3653931,2025-04-01,5,"428660285,8096194,55427545,84740824,585883294"
4815187,2025-02-01,1,661202450
4867420,2025-05-01,1,102730958
4815187,2024-11-01,1,553384950
4815187,2025-05-01,1,173706291
